frame.encap_type,frame.len,frame.number,frame.time,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.channel.flags.cck,radiotap.channel.flags.ofdm,radiotap.channel.freq,radiotap.datarate,radiotap.dbm_antsignal,radiotap.length,radiotap.mactime,radiotap.present.tsft,radiotap.rxflags,radiotap.timestamp.ts,radiotap.vendor_oui,wlan.duration,wlan.analysis.kck,wlan.analysis.kek,wlan.bssid,wlan.country_info.fnm,wlan.country_info.code,wlan.da,wlan.fc.ds,wlan.fc.frag,wlan.fc.order,wlan.fc.moredata,wlan.fc.protected,wlan.fc.pwrmgt,wlan.fc.type,wlan.fc.retry,wlan.fc.subtype,wlan.fcs.bad_checksum,wlan.fixed.beacon,wlan.fixed.capabilities.ess,wlan.fixed.capabilities.ibss,wlan.fixed.reason_code,wlan.fixed.timestamp,wlan.ra,wlan_radio.duration,wlan.rsn.ie.gtk.key,wlan.rsn.ie.igtk.key,wlan.rsn.ie.pmkid,wlan.sa,wlan.seq,wlan.ssid,wlan.ta,wlan.tag,wlan.tag.length,wlan_radio.channel,wlan_radio.data_rate,wlan_radio.end_tsf,wlan_radio.frequency,wlan_radio.signal_dbm,wlan_radio.start_tsf,wlan_radio.phy,wlan_radio.timestamp,wlan.rsn.capabilities.mfpc,wlan_rsna_eapol.keydes.msgnr,wlan_rsna_eapol.keydes.data,wlan_rsna_eapol.keydes.data_len,wlan_rsna_eapol.keydes.key_info.key_mic,wlan_rsna_eapol.keydes.nonce,eapol.keydes.key_len,eapol.keydes.replay_counter,eapol.len,eapol.type,llc,arp,arp.hw.type,arp.proto.type,arp.hw.size,arp.proto.size,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ip.dst,ip.proto,ip.src,ip.ttl,ip.version,data.data,data.len,icmpv6.mldr.nb_mcast_records,icmpv6.ni.nonce,tcp.ack,tcp.ack_raw,tcp.analysis,tcp.analysis.flags,tcp.analysis.retransmission,tcp.analysis.reused_ports,tcp.analysis.rto_frame,tcp.checksum,tcp.checksum.status,tcp.flags.syn,tcp.dstport,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.option_len,tcp.payload,tcp.seq,tcp.seq_raw,tcp.srcport,tcp.time_delta,tcp.time_relative,udp.dstport,udp.srcport,udp.length,udp.payload,udp.time_relative,udp.time_delta,nbns,nbss.continuation_data,nbss.type,nbss.length,ldap,smb.access.generic_execute,smb.access.generic_read,smb.access.generic_write,smb.flags.notify,smb.flags.response,smb.flags2.nt_error,smb.flags2.sec_sig,smb.mid,smb.nt_status,smb.server_component,smb.pid.high,smb.tid,smb2.acct,smb2.auth_frame,smb2.buffer_code,smb2.cmd,smb2.data_offset,smb2.domain,smb2.fid,smb2.filename,smb2.header_len,smb2.host,smb2.msg_id,smb2.pid,smb2.previous_sesid,smb2.protocol_id,smb2.sesid,smb2.session_flags,smb2.tid,smb2.write_length,dhcp,dhcp.client_id.duid_ll_hw_type,dhcp.cookie,dhcp.hw.addr_padding,dhcp.hw.mac_addr,dhcp.id,dhcp.ip.client,dhcp.ip.relay,dhcp.ip.server,dhcp.option.broadcast_address,dhcp.option.dhcp_server_id,dhcp.option.router,dhcp.option.vendor.bsdp.message_type,mdns,dns,dns.a,dns.count.add_rr,dns.count.answers,dns.count.auth_rr,dns.count.labels,dns.count.queries,dns.flags.authoritative,dns.flags.checkdisable,dns.flags.opcode,dns.flags.response,dns.id,dns.ptr.domain_name,dns.qry.name,dns.qry.name.len,dns.resp.len,dns.resp.name,dns.resp.ttl,dns.resp.len.1,dns.retransmit_request,dns.retransmit_response,dns.time,ssdp,http.connection,http.content_length,http.content_type,http.date,http.file_data,http.host,http.last_modified,http.location,http.next_request_in,http.next_response_in,http.request.full_uri,http.request.line,http.request.method,http.request.uri.path,http.request.uri.query,http.request.uri.query.parameter,http.request.version,http.request_in,http.response.code,http.response.code.desc,http.response.line,http.response.phrase,http.response.version,http.response_for.uri,http.response_in,http.referer,http.time,http.server,json.value.string,json.key,ssh.cookie,ssh.compression_algorithms_client_to_server_length,ssh.compression_algorithms_server_to_client_length,ssh.direction,ssh.dh_gex.max,ssh.dh_gex.min,ssh.dh_gex.nbits,ssh.encryption_algorithms_client_to_server_length,ssh.encryption_algorithms_server_to_client_length,ssh.host_key.length,ssh.host_key.type_length,ssh.kex_algorithms_length,ssh.mac_algorithms_client_to_server_length,ssh.mac_algorithms_server_to_client_length,ssh.message_code,ssh.mpint_length,ssh.packet_length,ssh.packet_length_encrypted,ssh.padding_length,ssh.padding_string,ssh.protocol,ssh.server_host_key_algorithms_length,tls.alert_message.desc,tls.alert_message.level,tls.app_data_proto,tls.compress_certificate.compressed_certificate_message.length,tls.connection_id,tls.handshake.extension.type,tls.handshake.extensions_key_share_group,tls.handshake.session_ticket_length,tls.handshake.version,tls.record.content_type,tls.record.version,Label
23,80,4310,Dec 15- 2020 22:55:08.538791000 GTB Standard Time,0.000173,0.000173,1608065709,46.533153,0,1,5180,6,-105,56,7641984699,1-0-0,0x00000000,3347017382,,84,,,,,,,0x00000000,0,0,0,0,0,1,0,8,,,,,,,a4:b1:c1:91:4c:72,56,,,,,,,0c:9d:92:54:fe:34,,,36,6,7641984699,5180,-34,7641984643,5,7641984699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4311,Dec 15- 2020 22:55:08.598388000 GTB Standard Time,0.059597,0.059597,1608065709,46.59275,0,1,5180,6,-103,56,7642043947,1-0-0,0x00000000,3347076631,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060108881,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2551,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642043947,5180,-33,7642043539,5,7642043947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4312,Dec 15- 2020 22:55:08.700834000 GTB Standard Time,0.102446,0.102446,1608065709,46.695196,0,1,5180,6,-103,56,7642146339,1-0-0,0x00000000,3347179022,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060211272,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2552,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642146339,5180,-33,7642145931,5,7642146339,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,436,4313,Dec 15- 2020 22:55:08.701383000 GTB Standard Time,0.000549,0.000549,1608065709,46.695745,0,1,5180,6,-103,56,7642146781,1-0-0,0x00000000,3347179464,,0,,,0c:9d:92:54:fe:34,,,ff:ff:ff:ff:ff:ff,0x00000002,0,0,1,1,0,2,0,0,,,,,,,ff:ff:ff:ff:ff:ff,532,,,,a4:b1:c1:91:4c:72,2553,,0c:9d:92:54:fe:34,,,36,6,7642146781,5180,-33,7642146249,5,7642146781,,,,,,,,,,,llc,,,,,,,,,,,255.255.255.255,17,0.0.0.0,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,,67,68,308,010106008a03f52d0000000000000000000000000000000000000000a4b1c1914c7200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000638253633501033204c0a802fe0c127562756e747561782e61776964322e636f6d370d011c02030f06770c2c2f1a792aff000000000000000000000000000000,31.073632,16.587822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dynamic Host Configuration Protocol (Request),,99.130.83.99,0,a4:b1:c1:91:4c:72,0x8a03f52d,0.0.0.0,0.0.0.0,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,136,4314,Dec 15- 2020 22:55:08.701574000 GTB Standard Time,0.000191,0.000191,1608065709,46.695936,0,1,5180,6,-105,56,7642147375,1-0-0,0x00000000,3347180058,,0,,,0c:9d:92:54:fe:34,,,ff:ff:ff:ff:ff:ff,0x00000002,0,0,1,1,0,2,0,0,,,,,,,ff:ff:ff:ff:ff:ff,132,,,,0c:9d:92:54:fe:30,2554,,0c:9d:92:54:fe:34,,,36,6,7642147375,5180,-34,7642147243,5,7642147375,,,,,,,,,,,llc,Address Resolution Protocol (request),1,0x00000800,6,4,1,0c:9d:92:54:fe:30,192.168.2.1,00:00:00:00:00:00,192.168.2.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,136,4315,Dec 15- 2020 22:55:08.701737000 GTB Standard Time,0.000163,0.000163,1608065709,46.696099,0,1,5180,6,-105,56,7642147542,1-0-0,0x00000000,3347180225,,0,,,0c:9d:92:54:fe:34,,,ff:ff:ff:ff:ff:ff,0x00000002,0,0,0,1,0,2,0,0,,,,,,,ff:ff:ff:ff:ff:ff,132,,,,0c:9d:92:54:fe:30,2555,,0c:9d:92:54:fe:34,,,36,6,7642147542,5180,-34,7642147410,5,7642147542,,,,,,,,,,,llc,Address Resolution Protocol (request),1,0x00000800,6,4,1,0c:9d:92:54:fe:30,192.168.2.1,00:00:00:00:00:00,192.168.2.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,84,4316,Dec 15- 2020 22:55:08.701882000 GTB Standard Time,0.000145,0.000145,1608065709,46.696244,0,1,5180,24,-186,56,7642147778,1-0-0,0x00000000,3347180463,,44,,,0c:9d:92:54:fe:34,,,0c:9d:92:54:fe:34,0x00000001,0,0,0,0,1,2,0,4,,,,,,,0c:9d:92:54:fe:34,32,,,,a4:08:ea:2a:9a:01,145,,a4:08:ea:2a:9a:01,,,36,24,7642147778,5180,-62,7642147746,5,7642147778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4317,Dec 15- 2020 22:55:08.701889000 GTB Standard Time,7.00E-06,7.00E-06,1608065709,46.696251,0,1,5180,24,-104,56,7642147829,1-0-0,0x00000000,3347180514,,0,,,,,,,0x00000000,0,0,0,0,0,1,0,13,,,,,,,a4:08:ea:2a:9a:01,28,,,,,,,,,,36,24,7642147829,5180,-33,7642147801,5,7642147829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4318,Dec 15- 2020 22:55:08.803227000 GTB Standard Time,0.101338,0.101338,1608065709,46.797589,0,1,5180,6,-103,56,7642248737,1-0-0,0x00000000,3347281421,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060313670,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2556,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642248737,5180,-33,7642248329,5,7642248737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,84,4319,Dec 15- 2020 22:55:08.815548000 GTB Standard Time,0.012321,0.012321,1608065709,46.80991,0,1,5180,24,-183,56,7642261433,1-0-0,0x00000000,3347294118,,44,,,0c:9d:92:54:fe:34,,,0c:9d:92:54:fe:34,0x00000001,0,0,0,0,1,2,0,4,,,,,,,0c:9d:92:54:fe:34,32,,,,88:66:a5:55:a2:d4,3367,,88:66:a5:55:a2:d4,,,36,24,7642261433,5180,-61,7642261401,5,7642261433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4320,Dec 15- 2020 22:55:08.815555000 GTB Standard Time,7.00E-06,7.00E-06,1608065709,46.809917,0,1,5180,24,-103,56,7642261484,1-0-0,0x00000000,3347294169,,0,,,,,,,0x00000000,0,0,0,0,0,1,0,13,,,,,,,88:66:a5:55:a2:d4,28,,,,,,,,,,36,24,7642261484,5180,-33,7642261456,5,7642261484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4321,Dec 15- 2020 22:55:08.905614000 GTB Standard Time,0.090059,0.090059,1608065709,46.899976,0,1,5180,6,-103,56,7642351140,1-0-0,0x00000000,3347383823,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060416073,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2557,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642351140,5180,-33,7642350732,5,7642351140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4322,Dec 15- 2020 22:55:09.007988000 GTB Standard Time,0.102374,0.102374,1608065709,47.00235,0,1,5180,6,-103,56,7642453528,1-0-0,0x00000000,3347486211,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060518460,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2558,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642453528,5180,-33,7642453120,5,7642453528,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4323,Dec 15- 2020 22:55:09.030345000 GTB Standard Time,0.022357,0.022357,1608065709,47.024707,0,1,5180,12,-157,56,7642476253,1-0-0,0x00000000,3347508937,,172,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,0c:9d:92:54:fe:34,36,,,,,,,a4:b1:c1:91:4c:72,,,36,12,7642476253,5180,-52,7642476217,5,7642476253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4324,Dec 15- 2020 22:55:09.030371000 GTB Standard Time,2.60E-05,2.60E-05,1608065709,47.024733,0,1,5180,12,-103,56,7642476308,1-0-0,0x00000000,3347508992,,114,,,,,,,0x00000000,0,0,0,0,0,1,0,12,,,,,,,a4:b1:c1:91:4c:72,32,,,,,,,,,,36,12,7642476308,5180,-33,7642476276,5,7642476308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,79,4325,Dec 15- 2020 22:55:09.030904000 GTB Standard Time,0.000533,0.000533,1608065709,47.025266,0,1,5180,24,-105,56,7642476840,1-0-0,0x00000000,3347509525,,100,,,,,,,0x00000000,0,0,0,0,0,1,0,5,,,,,,,a4:b1:c1:91:4c:72,32,,,,,,,0c:9d:92:54:fe:34,,,36,24,7642476840,5180,-34,7642476808,5,7642476840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4326,Dec 15- 2020 22:55:09.031470000 GTB Standard Time,0.000566,0.000566,1608065709,47.025832,0,1,5180,24,-105,56,7642477378,1-0-0,0x00000000,3347510063,,154,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,a4:b1:c1:91:4c:72,28,,,,,,,0c:9d:92:54:fe:34,,,36,24,7642477378,5180,-34,7642477350,5,7642477378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4327,Dec 15- 2020 22:55:09.031739000 GTB Standard Time,0.000269,0.000269,1608065709,47.026101,0,1,5180,12,-159,56,7642477666,1-0-0,0x00000000,3347510350,,176,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,0c:9d:92:54:fe:34,36,,,,,,,a4:b1:c1:91:4c:72,,,36,12,7642477666,5180,-53,7642477630,5,7642477666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4328,Dec 15- 2020 22:55:09.031760000 GTB Standard Time,2.10E-05,2.10E-05,1608065709,47.026122,0,1,5180,12,-105,56,7642477721,1-0-0,0x00000000,3347510405,,118,,,,,,,0x00000000,0,0,0,0,0,1,0,12,,,,,,,a4:b1:c1:91:4c:72,32,,,,,,,,,,36,12,7642477721,5180,-34,7642477689,5,7642477721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,79,4329,Dec 15- 2020 22:55:09.088385000 GTB Standard Time,0.056625,0.056625,1608065709,47.082747,0,1,5180,24,-105,56,7642534289,1-0-0,0x00000000,3347566974,,100,,,,,,,0x00000000,0,0,0,0,0,1,0,5,,,,,,,a4:b1:c1:91:4c:72,32,,,,,,,0c:9d:92:54:fe:34,,,36,24,7642534289,5180,-34,7642534257,5,7642534289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4330,Dec 15- 2020 22:55:09.088972000 GTB Standard Time,0.000587,0.000587,1608065709,47.083334,0,1,5180,24,-103,56,7642534916,1-0-0,0x00000000,3347567601,,162,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,a4:b1:c1:91:4c:72,28,,,,,,,0c:9d:92:54:fe:34,,,36,24,7642534916,5180,-33,7642534888,5,7642534916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4331,Dec 15- 2020 22:55:09.089533000 GTB Standard Time,0.000561,0.000561,1608065709,47.083895,0,1,5180,12,-159,56,7642535432,1-0-0,0x00000000,3347568116,,176,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,0c:9d:92:54:fe:34,36,,,,,,,a4:b1:c1:91:4c:72,,,36,12,7642535432,5180,-53,7642535396,5,7642535432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4332,Dec 15- 2020 22:55:09.089537000 GTB Standard Time,4.00E-06,4.00E-06,1608065709,47.083899,0,1,5180,12,-103,56,7642535487,1-0-0,0x00000000,3347568171,,118,,,,,,,0x00000000,0,0,0,0,0,1,0,12,,,,,,,a4:b1:c1:91:4c:72,32,,,,,,,,,,36,12,7642535487,5180,-33,7642535455,5,7642535487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4333,Dec 15- 2020 22:55:09.108268000 GTB Standard Time,0.018731,0.018731,1608065709,47.10263,0,1,5180,24,-103,56,7642554156,1-0-0,0x00000000,3347586841,,162,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,a4:b1:c1:91:4c:72,28,,,,,,,0c:9d:92:54:fe:34,,,36,24,7642554156,5180,-33,7642554128,5,7642554156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4334,Dec 15- 2020 22:55:09.110416000 GTB Standard Time,0.002148,0.002148,1608065709,47.104778,0,1,5180,6,-103,56,7642555938,1-0-0,0x00000000,3347588622,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060620870,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2559,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642555938,5180,-33,7642555530,5,7642555938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
